bez_id,bez_name,pgr_id,pgr_name,plr_id,plr_name,total,under_6,6-15,15-18,18-27,27-45,45-55,55-65,65_or_more,female,foreigner
1,Mitte,102,Moabit,1022106,Elberfelder Straße,11799.0,624.0,779.0,243.0,1421.0,3472.0,1822.0,1577.0,1861.0,5899.0,2590.0
1,Mitte,102,Moabit,1022201,Stephankiez,11292.0,702.0,703.0,237.0,2058.0,4238.0,1437.0,959.0,958.0,5240.0,3591.0
1,Mitte,102,Moabit,1022202,Heidestraße,1488.0,100.0,156.0,63.0,233.0,411.0,218.0,122.0,185.0,748.0,482.0
1,Mitte,102,Moabit,1022203,Lübecker Straße,6969.0,453.0,618.0,192.0,1015.0,2162.0,891.0,662.0,976.0,3420.0,2322.0
1,Mitte,102,Moabit,1022204,Thomasiusstraße,5824.0,304.0,363.0,87.0,702.0,1804.0,913.0,669.0,982.0,2906.0,1461.0
1,Mitte,102,Moabit,1022205,Zillesiedlung,3311.0,252.0,346.0,97.0,407.0,852.0,406.0,401.0,550.0,1611.0,1033.0
1,Mitte,102,Moabit,1022206,Lüneburger Straße,3027.0,181.0,202.0,43.0,321.0,945.0,489.0,394.0,452.0,1452.0,648.0
1,Mitte,102,Moabit,1022207,Hansaviertel,5630.0,201.0,265.0,83.0,961.0,1428.0,791.0,647.0,1254.0,2709.0,1745.0
1,Mitte,103,Gesundbrunnen,1033101,Soldiner Straße,26841.0,1993.0,2478.0,827.0,4399.0,8916.0,3336.0,2226.0,2666.0,12656.0,10951.0
1,Mitte,103,Gesundbrunnen,1033102,Gesundbrunnen,11837.0,845.0,1016.0,349.0,1893.0,3976.0,1592.0,932.0,1234.0,5730.0,4509.0
1,Mitte,103,Gesundbrunnen,1033201,Brunnenstraße,13361.0,1048.0,1551.0,453.0,1696.0,4026.0,1686.0,1255.0,1646.0,6599.0,4184.0
1,Mitte,103,Gesundbrunnen,1033202,Humboldthain Süd,9726.0,647.0,903.0,247.0,1055.0,2764.0,1305.0,996.0,1809.0,4910.0,2555.0
1,Mitte,103,Gesundbrunnen,1033203,Humboldthain Nordwest,14478.0,1048.0,1299.0,432.0,2308.0,4868.0,1825.0,1208.0,1490.0,6736.0,5643.0
1,Mitte,104,Wedding,1044101,Rehberge,20722.0,1118.0,1353.0,397.0,3002.0,6449.0,2983.0,2347.0,3073.0,10022.0,6290.0
1,Mitte,104,Wedding,1044102,Schillerpark,16238.0,853.0,928.0,289.0,1938.0,4354.0,2199.0,1921.0,3756.0,8362.0,3673.0
1,Mitte,104,Wedding,1044103,Westliche Müllerstraße,8589.0,478.0,533.0,234.0,1429.0,3127.0,1162.0,826.0,800.0,4066.0,3091.0
1,Mitte,104,Wedding,1044201,Reinickendorfer Straße,23424.0,1529.0,2065.0,731.0,4042.0,7782.0,3043.0,1880.0,2352.0,10994.0,10049.0
1,Mitte,104,Wedding,1044202,Sparrplatz,16703.0,933.0,1018.0,359.0,3206.0,6575.0,2055.0,1416.0,1141.0,7713.0,6645.0
1,Mitte,104,Wedding,1044203,Leopoldplatz,16462.0,934.0,1201.0,359.0,2494.0,5609.0,2076.0,1560.0,2229.0,7736.0,6435.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010101,Askanischer Platz,6481.0,406.0,564.0,206.0,1212.0,2141.0,807.0,575.0,570.0,2962.0,2846.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010102,Mehringplatz,13278.0,931.0,1414.0,431.0,1749.0,3932.0,1843.0,1254.0,1724.0,6613.0,4253.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010103,Moritzplatz,15593.0,1073.0,1629.0,533.0,2059.0,4573.0,2222.0,1478.0,2026.0,7613.0,5584.0
2,Friedrichshain-Kreuzberg,201,Kreuzberg Nord,2010104,Wassertorplatz,5044.0,280.0,541.0,206.0,635.0,1463.0,788.0,569.0,562.0,2518.0,1634.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020201,Gleisdreieck/Entwicklungsgebiet,911.0,88.0,63.0,12.0,83.0,444.0,117.0,55.0,49.0,410.0,269.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020202,Rathaus Yorckstraße,5990.0,390.0,455.0,174.0,746.0,2034.0,912.0,670.0,609.0,2885.0,1673.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020203,Viktoriapark,10886.0,719.0,706.0,186.0,1112.0,4077.0,1714.0,1236.0,1136.0,5357.0,2543.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020204,Urbanstraße,12326.0,731.0,779.0,280.0,1390.0,4631.0,1958.0,1404.0,1153.0,6007.0,3174.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020205,Chamissokiez,14892.0,811.0,1003.0,336.0,1629.0,5199.0,2561.0,1877.0,1476.0,7354.0,3621.0
2,Friedrichshain-Kreuzberg,202,Kreuzberg Süd,2020206,Graefekiez,19052.0,1255.0,1396.0,439.0,1927.0,7366.0,2848.0,2059.0,1762.0,9474.0,5223.0
2,Friedrichshain-Kreuzberg,203,Kreuzberg Ost,2030301,Oranienplatz,9092.0,480.0,725.0,253.0,1041.0,3239.0,1498.0,896.0,960.0,4339.0,3468.0
2,Friedrichshain-Kreuzberg,203,Kreuzberg Ost,2030302,Lausitzer Platz,13166.0,729.0,977.0,351.0,1454.0,4836.0,2080.0,1387.0,1352.0,6304.0,4321.0
2,Friedrichshain-Kreuzberg,203,Kreuzberg Ost,2030401,Reichenberger Straße,15156.0,914.0,1044.0,297.0,1598.0,6190.0,2362.0,1489.0,1262.0,7312.0,4751.0
2,Friedrichshain-Kreuzberg,203,Kreuzberg Ost,2030402,Wrangelkiez,11083.0,686.0,685.0,260.0,1199.0,4667.0,1694.0,1043.0,849.0,5372.0,3547.0
2,Friedrichshain-Kreuzberg,204,Friedrichshain West,2040501,Barnimkiez,5381.0,247.0,364.0,94.0,384.0,1137.0,714.0,688.0,1753.0,2828.0,734.0
2,Friedrichshain-Kreuzberg,204,Friedrichshain West,2040502,Friedenstraße,7181.0,384.0,394.0,99.0,732.0,2642.0,889.0,703.0,1338.0,3701.0,1159.0
2,Friedrichshain-Kreuzberg,204,Friedrichshain West,2040503,Richard-Sorge-Viertel,10976.0,787.0,570.0,151.0,1059.0,4877.0,1349.0,836.0,1347.0,5489.0,1753.0
2,Friedrichshain-Kreuzberg,204,Friedrichshain West,2040701,Andreasviertel,12331.0,660.0,666.0,210.0,1688.0,3803.0,1336.0,1198.0,2770.0,6320.0,2838.0
2,Friedrichshain-Kreuzberg,204,Friedrichshain West,2040702,Weberwiese,10714.0,634.0,645.0,128.0,997.0,4695.0,1514.0,847.0,1254.0,5221.0,1654.0
2,Friedrichshain-Kreuzberg,204,Friedrichshain West,2040703,Wriezener Bahnhof/Entwicklungsgebiet,1145.0,92.0,103.0,41.0,251.0,522.0,56.0,55.0,25.0,486.0,660.0
2,Friedrichshain-Kreuzberg,205,Friedrichshain Ost,2050601,Hausburgviertel,8900.0,543.0,419.0,97.0,1077.0,4721.0,1031.0,531.0,481.0,4167.0,1732.0
2,Friedrichshain-Kreuzberg,205,Friedrichshain Ost,2050602,Samariterviertel,21064.0,1532.0,1349.0,294.0,2305.0,10843.0,2575.0,1181.0,985.0,10162.0,3964.0
2,Friedrichshain-Kreuzberg,205,Friedrichshain Ost,2050801,Traveplatz,19093.0,1271.0,1076.0,254.0,2408.0,9986.0,2169.0,1070.0,859.0,9078.0,4260.0
2,Friedrichshain-Kreuzberg,205,Friedrichshain Ost,2050802,Boxhagener Platz,20431.0,1317.0,1073.0,240.0,2347.0,11335.0,2467.0,900.0,752.0,9712.0,4335.0
2,Friedrichshain-Kreuzberg,205,Friedrichshain Ost,2050803,Stralauer Kiez,6986.0,462.0,320.0,76.0,821.0,3604.0,741.0,482.0,480.0,3349.0,1415.0
2,Friedrichshain-Kreuzberg,205,Friedrichshain Ost,2050804,Stralauer Halbinsel,4171.0,392.0,365.0,89.0,270.0,1539.0,702.0,345.0,469.0,1982.0,521.0
3,Pankow,301,Buch,3010101,Bucher Forst,3928.0,330.0,287.0,63.0,315.0,1202.0,617.0,480.0,634.0,1933.0,308.0
3,Pankow,301,Buch,3010102,Buch,11685.0,771.0,957.0,284.0,990.0,2768.0,1409.0,1431.0,3075.0,6165.0,1103.0
3,Pankow,301,Buch,3010104,Lietzengraben,227.0,18.0,18.0,6.0,22.0,80.0,64.0,15.0,4.0,96.0,30.0
3,Pankow,302,Nördliches Pankow,3020203,Blankenfelde,2116.0,122.0,171.0,54.0,94.0,421.0,384.0,346.0,524.0,1064.0,33.0
3,Pankow,302,Nördliches Pankow,3020209,Niederschönhausen,14726.0,991.0,1417.0,412.0,1225.0,3717.0,2769.0,1719.0,2476.0,7593.0,1269.0
3,Pankow,302,Nördliches Pankow,3020210,Herthaplatz,11132.0,798.0,1027.0,275.0,745.0,2965.0,2069.0,1379.0,1874.0,5610.0,801.0
3,Pankow,302,Nördliches Pankow,3020307,Buchholz,17930.0,1205.0,1713.0,530.0,1171.0,4366.0,3400.0,2527.0,3018.0,9145.0,736.0
3,Pankow,303,Nördliches Weißensee,3030405,Karow Nord,10986.0,950.0,1083.0,291.0,837.0,3262.0,1615.0,1142.0,1806.0,5766.0,627.0
3,Pankow,303,Nördliches Weißensee,3030406,Alt-Karow,8245.0,428.0,676.0,261.0,507.0,1493.0,1655.0,1426.0,1799.0,4182.0,275.0
3,Pankow,303,Nördliches Weißensee,3030711,Blankenburg,6810.0,362.0,555.0,209.0,378.0,1277.0,1376.0,1120.0,1533.0,3458.0,159.0
3,Pankow,303,Nördliches Weißensee,3030715,Heinersdorf,7388.0,408.0,594.0,196.0,622.0,1653.0,1411.0,1106.0,1398.0,3548.0,852.0
3,Pankow,303,Nördliches Weißensee,3030716,Märchenland,1138.0,37.0,81.0,21.0,41.0,181.0,212.0,211.0,354.0,575.0,20.0
3,Pankow,304,Südliches Pankow,3040508,Rosenthal,4530.0,273.0,459.0,177.0,377.0,919.0,968.0,647.0,710.0,2271.0,243.0
3,Pankow,304,Südliches Pankow,3040512,Wilhelmsruh,9783.0,530.0,790.0,292.0,714.0,2250.0,1806.0,1228.0,2173.0,5066.0,559.0
3,Pankow,304,Südliches Pankow,3040513,Schönholz,3412.0,178.0,401.0,129.0,246.0,707.0,645.0,415.0,691.0,1766.0,214.0
3,Pankow,304,Südliches Pankow,3040614,Pankow Zentrum,35308.0,2637.0,3354.0,780.0,2454.0,10555.0,5717.0,3309.0,6502.0,18781.0,2449.0
3,Pankow,304,Südliches Pankow,3040818,Pankow Süd,34314.0,2259.0,2515.0,625.0,2712.0,11416.0,5301.0,3564.0,5922.0,17951.0,3186.0
3,Pankow,305,Südliches Weißensee,3050919,Gustav-Adolf-Straße,5564.0,382.0,352.0,104.0,577.0,1567.0,873.0,592.0,1117.0,2820.0,870.0
3,Pankow,305,Südliches Weißensee,3050920,Weißer See,7397.0,529.0,622.0,150.0,536.0,2191.0,1174.0,731.0,1464.0,3917.0,573.0
3,Pankow,305,Südliches Weißensee,3050923,Weißenseer Spitze,9098.0,673.0,613.0,147.0,894.0,3737.0,1342.0,815.0,877.0,4434.0,1064.0
3,Pankow,305,Südliches Weißensee,3050924,Behaimstraße,5883.0,457.0,530.0,103.0,595.0,2309.0,893.0,498.0,498.0,2806.0,899.0
3,Pankow,305,Südliches Weißensee,3050925,Komponistenviertel Weißensee,9468.0,780.0,958.0,258.0,709.0,3192.0,1581.0,808.0,1182.0,4867.0,923.0
3,Pankow,305,Südliches Weißensee,3051017,Rennbahnstraße,4247.0,270.0,277.0,81.0,500.0,1282.0,758.0,505.0,574.0,2049.0,538.0
3,Pankow,305,Südliches Weißensee,3051021,Buschallee,6503.0,331.0,347.0,115.0,524.0,1698.0,891.0,625.0,1972.0,3477.0,476.0
3,Pankow,305,Südliches Weißensee,3051022,Hansastraße,4527.0,269.0,359.0,102.0,318.0,1077.0,705.0,563.0,1134.0,2463.0,144.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061126,Arnimplatz,15187.0,1016.0,989.0,194.0,1697.0,7006.0,2274.0,896.0,1115.0,7394.0,2701.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061131,Falkplatz,10521.0,801.0,747.0,147.0,1106.0,4863.0,1773.0,591.0,493.0,5182.0,2339.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061227,Humannplatz,14520.0,886.0,901.0,185.0,1371.0,6452.0,2173.0,1030.0,1522.0,7459.0,2284.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061228,Erich-Weinert-Straße,12619.0,615.0,577.0,163.0,1314.0,5144.0,1706.0,1078.0,2022.0,6442.0,1723.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061332,Helmholtzplatz,22519.0,1763.0,1906.0,418.0,1859.0,10191.0,4226.0,1275.0,881.0,11050.0,4332.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061429,Greifswalder Straße,10082.0,400.0,500.0,141.0,729.0,1959.0,1224.0,1027.0,4102.0,5467.0,817.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061430,Volkspark Prenzlauer Berg,3921.0,276.0,332.0,108.0,479.0,951.0,521.0,393.0,861.0,1872.0,1246.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061434,Anton-Saefkow-Park,6238.0,456.0,373.0,105.0,585.0,2792.0,878.0,498.0,551.0,3109.0,950.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061435,Conrad-Blenkle-Straße,3875.0,213.0,256.0,64.0,412.0,1557.0,531.0,349.0,493.0,1931.0,666.0
3,Pankow,306,Nördlicher Prenzlauer Berg,3061441,Eldenaer Straße,2560.0,335.0,388.0,57.0,135.0,989.0,334.0,120.0,202.0,1283.0,343.0
3,Pankow,307,Südlicher Prenzlauer Berg,3071536,Teutoburger Platz,10747.0,813.0,942.0,211.0,1006.0,4569.0,2144.0,627.0,435.0,5245.0,2476.0
3,Pankow,307,Südlicher Prenzlauer Berg,3071537,Kollwitzplatz,15635.0,1309.0,1321.0,321.0,1273.0,6455.0,2883.0,1172.0,901.0,7684.0,3641.0
3,Pankow,307,Südlicher Prenzlauer Berg,3071633,Thälmannpark,3010.0,177.0,196.0,70.0,262.0,853.0,404.0,452.0,596.0,1507.0,427.0
3,Pankow,307,Südlicher Prenzlauer Berg,3071638,Winsstraße,17260.0,1357.0,1457.0,324.0,1619.0,7242.0,3017.0,1124.0,1120.0,8535.0,3429.0
3,Pankow,307,Südlicher Prenzlauer Berg,3071639,Bötzowstraße,12367.0,876.0,1317.0,262.0,944.0,4693.0,2440.0,926.0,909.0,6282.0,1958.0
4,Charlottenburg-Wilmersdorf,401,CW 1,4010101,Jungfernheide,11043.0,651.0,853.0,241.0,1160.0,2747.0,1516.0,1391.0,2484.0,5708.0,3118.0
4,Charlottenburg-Wilmersdorf,401,CW 1,4010102,Plötzensee,895.0,49.0,47.0,18.0,117.0,209.0,129.0,135.0,191.0,316.0,326.0
4,Charlottenburg-Wilmersdorf,401,CW 1,4010103,Paul-Hertz-Siedlung,7771.0,503.0,637.0,232.0,750.0,1873.0,1111.0,854.0,1811.0,4120.0,1948.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020204,Olympiagelände,199.0,13.0,27.0,22.0,13.0,25.0,39.0,31.0,29.0,92.0,42.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020205,Siedlung Ruhleben,1329.0,62.0,104.0,37.0,128.0,244.0,199.0,223.0,332.0,672.0,200.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020206,Angerburger Allee,2754.0,96.0,109.0,46.0,125.0,427.0,273.0,335.0,1343.0,1505.0,366.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020207,Flatowallee,2532.0,94.0,183.0,73.0,228.0,478.0,494.0,307.0,675.0,1329.0,404.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020208,Kranzallee,2878.0,133.0,319.0,128.0,176.0,419.0,547.0,336.0,820.0,1461.0,388.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020209,Eichkamp,3189.0,117.0,251.0,102.0,670.0,659.0,399.0,347.0,644.0,1618.0,888.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020310,Park Ruhwald,602.0,19.0,16.0,7.0,181.0,180.0,25.0,66.0,108.0,271.0,258.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020311,Reichsstraße,14756.0,591.0,979.0,326.0,1384.0,3016.0,2201.0,1794.0,4465.0,7672.0,2766.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020312,Branitzer Platz,5467.0,260.0,373.0,115.0,488.0,1134.0,782.0,703.0,1612.0,2875.0,1074.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020313,Königin-Elisabeth-Straße,7530.0,404.0,424.0,111.0,957.0,2014.0,1132.0,869.0,1619.0,3773.0,1908.0
4,Charlottenburg-Wilmersdorf,402,CW 2,4020314,Messegelände,436.0,35.0,30.0,10.0,210.0,120.0,18.0,7.0,6.0,90.0,433.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030415,Schloßgarten,2837.0,84.0,119.0,45.0,389.0,761.0,331.0,361.0,747.0,1421.0,1075.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030416,Klausenerplatz,10655.0,641.0,827.0,280.0,1251.0,3020.0,1693.0,1400.0,1543.0,5472.0,2975.0
4,Charlottenburg-Wilmersdorf,403,CW 3,6010102,Schloßstraße,10927.0,585.0,698.0,232.0,1110.0,3069.0,1742.0,1406.0,2085.0,5700.0,2453.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030518,Tegeler Weg,9417.0,427.0,485.0,142.0,1122.0,2883.0,1504.0,1289.0,1565.0,4793.0,2395.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030519,Kaiserin-Augusta-Allee,5734.0,318.0,345.0,106.0,711.0,1867.0,846.0,707.0,834.0,2824.0,1454.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030620,Alt-Lietzow,8597.0,424.0,457.0,158.0,888.0,2368.0,1304.0,1136.0,1862.0,4452.0,2160.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030621,Spreestadt,3021.0,124.0,174.0,63.0,450.0,1038.0,473.0,324.0,375.0,1416.0,994.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030622,Richard-Wagner-Straße,10459.0,512.0,554.0,187.0,1144.0,2892.0,1563.0,1390.0,2217.0,5313.0,2824.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030623,Ernst-Reuter-Platz,4788.0,271.0,267.0,87.0,509.0,1466.0,689.0,527.0,972.0,2447.0,1518.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030724,Lietzensee,6416.0,274.0,352.0,122.0,588.0,1548.0,937.0,901.0,1694.0,3480.0,1354.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030725,Amtsgerichtsplatz,12128.0,571.0,829.0,260.0,1343.0,3361.0,2037.0,1693.0,2034.0,6119.0,3107.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030726,Droysenstraße,5426.0,258.0,309.0,110.0,449.0,1364.0,847.0,803.0,1286.0,2849.0,1388.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030827,Karl-August-Platz,12238.0,606.0,734.0,219.0,1429.0,3692.0,1928.0,1587.0,2043.0,5991.0,4174.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030828,Savignyplatz,9491.0,368.0,490.0,161.0,930.0,2596.0,1574.0,1433.0,1939.0,4803.0,2648.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030929,Hindemithplatz,5981.0,294.0,334.0,91.0,509.0,1542.0,1026.0,899.0,1286.0,3071.0,1592.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030930,George-Grosz-Platz,5600.0,260.0,313.0,126.0,447.0,1313.0,981.0,840.0,1320.0,2756.0,1599.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4030931,Breitscheidplatz,3915.0,243.0,273.0,67.0,393.0,1032.0,575.0,513.0,819.0,1932.0,1635.0
4,Charlottenburg-Wilmersdorf,403,CW 3,4031032,Halensee,14931.0,632.0,839.0,272.0,1311.0,3683.0,2348.0,2188.0,3658.0,7755.0,3457.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041133,Güterbahnhof Grunewald,43.0,,,,3.0,12.0,9.0,9.0,10.0,22.0,9.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041134,Bismarckallee,5156.0,261.0,389.0,86.0,430.0,1025.0,761.0,663.0,1541.0,2653.0,1116.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041135,Hundekehle,2739.0,104.0,210.0,71.0,170.0,415.0,430.0,379.0,960.0,1455.0,491.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041136,Hagenplatz,3033.0,138.0,212.0,68.0,192.0,531.0,482.0,410.0,1000.0,1606.0,563.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041137,Flinsberger Platz,7976.0,355.0,467.0,158.0,730.0,1852.0,1272.0,1080.0,2062.0,4275.0,1499.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041238,Kissinger Straße,5907.0,294.0,506.0,153.0,415.0,1134.0,902.0,756.0,1747.0,3216.0,902.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041239,Stadion Wilmersdorf,213.0,14.0,12.0,3.0,32.0,67.0,34.0,42.0,9.0,85.0,107.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041240,Messelpark,1533.0,51.0,126.0,61.0,88.0,211.0,260.0,205.0,531.0,839.0,203.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041241,Breite Straße,6904.0,292.0,454.0,166.0,498.0,1259.0,1141.0,913.0,2181.0,3824.0,878.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041342,Schlangenbader Straße,4115.0,147.0,190.0,58.0,257.0,749.0,588.0,703.0,1423.0,2203.0,701.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041343,Binger Straße,3547.0,151.0,214.0,64.0,345.0,725.0,579.0,539.0,930.0,1909.0,552.0
4,Charlottenburg-Wilmersdorf,404,CW 4,4041344,Rüdesheimer Platz,10642.0,449.0,749.0,253.0,839.0,2191.0,1905.0,1478.0,2778.0,5770.0,1643.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051445,Eisenzahnstraße,6220.0,287.0,384.0,103.0,645.0,1649.0,919.0,872.0,1361.0,3297.0,1423.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051446,Preußenpark,10591.0,495.0,619.0,197.0,889.0,2516.0,1678.0,1571.0,2626.0,5471.0,2543.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051447,Ludwigkirchplatz,5228.0,213.0,298.0,94.0,475.0,1254.0,796.0,734.0,1364.0,2743.0,1250.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051448,Schaperstraße,9067.0,380.0,438.0,137.0,782.0,2262.0,1485.0,1307.0,2276.0,4584.0,2555.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051549,Rathaus Wilmersdorf,5348.0,364.0,468.0,143.0,771.0,1528.0,666.0,599.0,809.0,2572.0,2012.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051550,Leon-Jessel-Platz,5512.0,246.0,344.0,105.0,690.0,1485.0,953.0,705.0,984.0,2808.0,1215.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051551,Brabanter Platz,4397.0,253.0,284.0,74.0,539.0,1185.0,654.0,613.0,795.0,2264.0,1012.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051652,Nikolsburger Platz,9700.0,416.0,577.0,220.0,962.0,2231.0,1547.0,1427.0,2320.0,5123.0,2259.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051653,Prager Platz,6684.0,285.0,396.0,118.0,556.0,1616.0,1065.0,949.0,1699.0,3415.0,1543.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051654,Wilhelmsaue,3038.0,111.0,127.0,38.0,328.0,726.0,453.0,406.0,849.0,1603.0,660.0
4,Charlottenburg-Wilmersdorf,405,CW 5,4051655,Babelsberger Straße,7063.0,377.0,463.0,181.0,792.0,1915.0,1099.0,931.0,1305.0,3602.0,1808.0
